infinitive,meaning,type,pronoun,conjugation,note
,,,nous,essuierons ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,vous,essuierez ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,present conditional,je,essuierais,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,tu,essuierais,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,il,essuierait ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elle,essuierait ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,ils,essuieraient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elles,essuieraient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,nous,essuierions ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,vous,essuieriez,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,present subjunctive,je,essuie,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,tu,essuies ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,il,essuie ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elle,essuie ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,ils,essuient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elles,essuient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
nettoyer,to clean,present tense,je,nettoie,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,tu,nettoies ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,il,nettoie ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elle,nettoie ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,ils,nettoient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elles,nettoient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,simple future,je,nettoierai,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,tu,nettoieras ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,il,nettoiera ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elle,nettoiera ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,ils,nettoieront,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elles,nettoieront ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,nous,nettoierons ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,vous,nettoierez ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,present conditional,je,nettoierais,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,tu,nettoierais,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,il,nettoierait ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elle,nettoierait ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,ils,nettoieraient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elles,nettoieraient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,nous,nettoierions ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,vous,nettoieriez,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,present subjunctive,je,nettoie,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,tu,nettoies ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,il,nettoie ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elle,nettoie ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,ils,nettoient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elles,nettoient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
payer,to pay,present tense,je,paie,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,tu,paies ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,il,paie ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elle,paie ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,ils,paient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elles,paient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,simple future,je,paierai,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,tu,paieras ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,il,paiera ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elle,paiera ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,ils,paieront,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elles,paieront ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,nous,paierons ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,vous,paierez ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,present conditional,je,paierais,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,tu,paierais,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,il,paierait ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elle,paierait ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,ils,paieraient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elles,paieraient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,nous,paierions ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,vous,paieriez,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,present subjunctive,je,paie,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,tu,paies ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,il,paie ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elle,paie ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,ils,paient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
,,,elles,paient ,In verbs ending in -yer.  the y may be changed to i before a silent e. (Note that usage has made this particular spelling rule optional in French.) The endings of these verbs are regular.
amener,to bring along,present tense,je,amène,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,amènes ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,amène ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,amène ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,amènent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,amènent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,simple future,je,amènerai ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,amèneras ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,amènera ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,amènera ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,amèneront ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,amèneront ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,nous,amènerons ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,vous,amènerez ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,present conditional,je,amènerais ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,amènerais ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,amènerait ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,amènerait ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,amèneraient ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,amèneraient ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,nous,amènerions ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,vous,amèneriez ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,present subjunctive,je,amène,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,amènes ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,amène ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,amène ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,amènent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,amènent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
emmener,to take along,present tense,je,emmène,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,emmènes ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,emmène ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,emmène ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,emmènent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,emmènent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,simple future,je,emmènerai ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,emmèneras ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,emmènera ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,emmènera ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,emmèneront ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,emmèneront ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,nous,emmènerons ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,vous,emmènerez ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,present conditional,je,emmènerais ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,emmènerais ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,emmènerait ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,emmènerait ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,emmèneraient ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,emmèneraient ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,nous,emmènerions ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,vous,emmèneriez ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,present subjunctive,je,emmène,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,emmènes ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,emmène ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,emmène ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,emmènent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,emmènent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
geler,to freeze,present tense,je,gèle,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,gèles ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,gèle ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,gèle ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,gèlent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,gèlent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,simple future,je,gèlerai ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,gèleras ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,gèlera ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,gèlera ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,gèleront ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,gèleront ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,nous,gèlerons ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,vous,gèlerez ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,present conditional,je,gèlerais ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,gèlerais ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,gèlerait ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,gèlerait ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,gèleraient ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,gèleraient ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,nous,gèlerions ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,vous,gèleriez ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,present subjunctive,je,gèle,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,gèles ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,gèle ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,gèle ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,gèlent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,gèlent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
lever,to raise/lift,present tense,je,lève,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,lèves ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,lève ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,lève ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,lèvent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,lèvent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,simple future,je,lèverai ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,lèveras ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,lèvera ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,lèvera ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,lèveront ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,lèveront ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,nous,lèverons ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,vous,lèverez ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,present conditional,je,lèverais ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,lèverais ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,lèverait ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,lèverait ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,lèveraient ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
