infinitive,meaning,type,pronoun,conjugation,note
,,,elles,reviennent,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,simple future,je,reviendrai,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,tu,reviendras,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,il,reviendra,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elle,reviendra,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,nous,reviendrons,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,vous,reviendrez,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,ils,reviendront,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elles,reviendront,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,conditional,je,reviendrais,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,tu,reviendrais,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,il,reviendrait,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elle,reviendrait,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,nous,reviendrions,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,vous,reviendriez,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,ils,reviendraient,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elles,reviendraient,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,passe compose,je,suis revenu(e),The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,tu,es revenu(e),The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,il,est revenu,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elle,est revenue,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,nous,sommes revenu[s/es],The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,vous,êtes revenu(s/es/e),The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,ils,sont revenu[s/es],The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elles,sont revenues,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
devenir,to come back,present tense,je,deviens,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,tu,deviens,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,il,devient,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elle,devient,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,nous,devenons,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,vous,devenez,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,ils,deviennent,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elles,deviennent,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,simple future,je,deviendrai,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,tu,deviendras,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,il,deviendra,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elle,deviendra,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,nous,deviendrons,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,vous,deviendrez,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,ils,deviendront,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elles,deviendront,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,conditional,je,deviendrais,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,tu,deviendrais,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,il,deviendrait,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elle,deviendrait,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,nous,deviendrions,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,vous,deviendriez,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,ils,deviendraient,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elles,deviendraient,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,passe compose,je,suis devenu(e),The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,tu,es devenu(e),The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,il,est devenu,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elle,est devenue,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,nous,sommes devenu[s/es],The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,vous,êtes devenu(s/es/e),The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,ils,sont devenu[s/es],The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elles,sont devenues,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
se souvenir,to come back,present tense,je,se souviens,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,tu,se souviens,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,il,se souvient,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elle,se souvient,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,nous,se souvenons,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,vous,se souvenez,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,ils,se souviennent,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elles,se souviennent,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,simple future,je,se souviendrai,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,tu,se souviendras,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,il,se souviendra,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elle,se souviendra,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,nous,se souviendrons,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,vous,se souviendrez,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,ils,se souviendront,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elles,se souviendront,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,conditional,je,se souviendrais,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,tu,se souviendrais,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,il,se souviendrait,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elle,se souviendrait,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,nous,se souviendrions,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,vous,se souviendriez,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,ils,se souviendraient,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
,,,elles,se souviendraient,The plural forms of these verbs have regular stems/obtained by dropping the last two letters of the infinitive. However/their singular forms have unique stems. Note that retenir (to hold back) is conjugated like tenir. Revenir (to come back)/devenir (to become)/and se souvenir (to remember) are conjugated like venir. Don’t forget that the verbs venir/revenir/devenir/and se souvenir are conjugated with the auxiliary verb être in the passé composé.
